character_names,season,number_in_season,word_count
C. Montgomery Burns,12,10,0.0
C. Montgomery Burns,12,11,0.0
C. Montgomery Burns,12,12,14.0
C. Montgomery Burns,12,13,0.0
C. Montgomery Burns,12,14,10.0
C. Montgomery Burns,12,15,0.0
C. Montgomery Burns,12,16,0.0
C. Montgomery Burns,12,17,0.0
C. Montgomery Burns,12,18,0.0
C. Montgomery Burns,12,19,0.0
C. Montgomery Burns,12,20,23.0
C. Montgomery Burns,12,21,0.0
C. Montgomery Burns,13,1,25.0
C. Montgomery Burns,13,2,0.0
C. Montgomery Burns,13,3,0.0
C. Montgomery Burns,13,4,735.0
C. Montgomery Burns,13,5,247.0
C. Montgomery Burns,13,6,129.0
C. Montgomery Burns,13,7,45.0
C. Montgomery Burns,13,8,28.0
C. Montgomery Burns,13,9,22.0
C. Montgomery Burns,13,10,0.0
C. Montgomery Burns,13,11,0.0
C. Montgomery Burns,13,12,0.0
C. Montgomery Burns,13,13,0.0
C. Montgomery Burns,13,14,0.0
C. Montgomery Burns,13,15,0.0
C. Montgomery Burns,13,16,304.0
C. Montgomery Burns,13,17,50.0
C. Montgomery Burns,13,18,0.0
C. Montgomery Burns,13,19,0.0
C. Montgomery Burns,13,20,0.0
C. Montgomery Burns,13,21,0.0
C. Montgomery Burns,13,22,20.0
C. Montgomery Burns,14,1,2.0
C. Montgomery Burns,14,2,0.0
C. Montgomery Burns,14,3,0.0
C. Montgomery Burns,14,4,13.0
C. Montgomery Burns,14,5,9.0
C. Montgomery Burns,14,6,0.0
C. Montgomery Burns,14,7,0.0
C. Montgomery Burns,14,8,18.0
C. Montgomery Burns,14,9,0.0
C. Montgomery Burns,14,10,0.0
C. Montgomery Burns,14,11,0.0
C. Montgomery Burns,14,12,0.0
C. Montgomery Burns,14,13,0.0
C. Montgomery Burns,14,14,59.0
C. Montgomery Burns,14,15,506.0
C. Montgomery Burns,14,16,0.0
C. Montgomery Burns,14,17,0.0
C. Montgomery Burns,14,18,17.0
C. Montgomery Burns,14,19,0.0
C. Montgomery Burns,14,20,38.0
C. Montgomery Burns,14,21,12.0
C. Montgomery Burns,14,22,9.0
C. Montgomery Burns,15,1,0.0
C. Montgomery Burns,15,2,136.0
C. Montgomery Burns,15,3,0.0
C. Montgomery Burns,15,4,91.0
C. Montgomery Burns,15,5,5.0
C. Montgomery Burns,15,6,0.0
C. Montgomery Burns,15,7,73.0
C. Montgomery Burns,15,8,21.0
C. Montgomery Burns,15,9,0.0
C. Montgomery Burns,15,10,15.0
C. Montgomery Burns,15,11,0.0
C. Montgomery Burns,15,12,53.0
C. Montgomery Burns,15,13,0.0
C. Montgomery Burns,15,14,0.0
C. Montgomery Burns,15,15,0.0
C. Montgomery Burns,15,16,25.0
C. Montgomery Burns,15,17,0.0
C. Montgomery Burns,15,18,0.0
C. Montgomery Burns,15,19,230.0
C. Montgomery Burns,15,20,0.0
C. Montgomery Burns,15,21,0.0
C. Montgomery Burns,15,22,584.0
C. Montgomery Burns,16,1,115.0
C. Montgomery Burns,16,2,0.0
C. Montgomery Burns,16,3,0.0
C. Montgomery Burns,16,4,0.0
C. Montgomery Burns,16,5,72.0
C. Montgomery Burns,16,6,326.0
C. Montgomery Burns,16,7,0.0
C. Montgomery Burns,16,8,95.0
C. Montgomery Burns,16,9,0.0
C. Montgomery Burns,16,10,0.0
C. Montgomery Burns,16,11,0.0
C. Montgomery Burns,16,12,62.0
C. Montgomery Burns,16,13,0.0
C. Montgomery Burns,16,14,187.0
C. Montgomery Burns,16,15,62.0
C. Montgomery Burns,16,16,0.0
C. Montgomery Burns,16,17,0.0
C. Montgomery Burns,16,18,0.0
C. Montgomery Burns,16,19,0.0
C. Montgomery Burns,16,20,0.0
C. Montgomery Burns,16,21,0.0
C. Montgomery Burns,17,1,25.0
C. Montgomery Burns,17,2,0.0
C. Montgomery Burns,17,3,0.0
C. Montgomery Burns,17,4,104.0
C. Montgomery Burns,17,5,0.0
C. Montgomery Burns,17,6,0.0
C. Montgomery Burns,17,7,134.0
C. Montgomery Burns,17,8,108.0
C. Montgomery Burns,17,9,172.0
C. Montgomery Burns,17,10,0.0
C. Montgomery Burns,17,11,0.0
C. Montgomery Burns,17,12,0.0
C. Montgomery Burns,17,13,372.0
C. Montgomery Burns,17,14,3.0
C. Montgomery Burns,17,15,0.0
C. Montgomery Burns,17,16,0.0
C. Montgomery Burns,17,17,355.0
C. Montgomery Burns,17,18,54.0
C. Montgomery Burns,17,19,0.0
C. Montgomery Burns,17,20,0.0
C. Montgomery Burns,17,21,0.0
C. Montgomery Burns,17,22,0.0
C. Montgomery Burns,18,1,0.0
C. Montgomery Burns,18,2,0.0
C. Montgomery Burns,18,3,0.0
C. Montgomery Burns,18,4,0.0
C. Montgomery Burns,18,5,11.0
C. Montgomery Burns,18,6,0.0
C. Montgomery Burns,18,7,89.0
C. Montgomery Burns,18,8,0.0
C. Montgomery Burns,18,9,63.0
C. Montgomery Burns,18,10,0.0
C. Montgomery Burns,18,11,93.0
C. Montgomery Burns,18,12,5.0
C. Montgomery Burns,18,13,69.0
C. Montgomery Burns,18,14,0.0
C. Montgomery Burns,18,15,0.0
C. Montgomery Burns,18,16,1.0
C. Montgomery Burns,18,17,6.0
C. Montgomery Burns,18,18,9.0
C. Montgomery Burns,18,19,104.0
C. Montgomery Burns,18,20,0.0
C. Montgomery Burns,18,21,17.0
C. Montgomery Burns,18,22,9.0
C. Montgomery Burns,19,1,197.0
C. Montgomery Burns,19,2,86.0
C. Montgomery Burns,19,3,0.0
C. Montgomery Burns,19,4,0.0
C. Montgomery Burns,19,5,29.0
C. Montgomery Burns,19,6,0.0
C. Montgomery Burns,19,7,0.0
C. Montgomery Burns,19,8,0.0
C. Montgomery Burns,19,9,0.0
C. Montgomery Burns,19,10,36.0
C. Montgomery Burns,19,11,0.0
C. Montgomery Burns,19,12,0.0
C. Montgomery Burns,19,13,0.0
C. Montgomery Burns,19,14,0.0
C. Montgomery Burns,19,15,0.0
C. Montgomery Burns,19,16,0.0
C. Montgomery Burns,19,17,0.0
C. Montgomery Burns,19,18,0.0
C. Montgomery Burns,19,19,77.0
C. Montgomery Burns,19,20,71.0
C. Montgomery Burns,20,1,16.0
C. Montgomery Burns,20,2,0.0
C. Montgomery Burns,20,3,198.0
C. Montgomery Burns,20,5,0.0
C. Montgomery Burns,20,6,0.0
C. Montgomery Burns,20,7,0.0
C. Montgomery Burns,20,8,554.0
C. Montgomery Burns,20,9,0.0
C. Montgomery Burns,20,10,64.0
C. Montgomery Burns,20,11,1.0
C. Montgomery Burns,20,12,23.0
C. Montgomery Burns,20,13,147.0
C. Montgomery Burns,20,14,0.0
C. Montgomery Burns,20,15,0.0
C. Montgomery Burns,20,16,0.0
C. Montgomery Burns,20,17,0.0
C. Montgomery Burns,20,18,0.0
C. Montgomery Burns,20,19,0.0
C. Montgomery Burns,20,20,0.0
C. Montgomery Burns,21,1,0.0
C. Montgomery Burns,21,2,0.0
C. Montgomery Burns,21,3,46.0
C. Montgomery Burns,21,4,0.0
C. Montgomery Burns,21,5,82.0
C. Montgomery Burns,21,7,0.0
C. Montgomery Burns,21,8,0.0
C. Montgomery Burns,21,9,39.0
C. Montgomery Burns,21,10,170.0
C. Montgomery Burns,21,11,34.0
C. Montgomery Burns,21,12,56.0
C. Montgomery Burns,21,13,189.0
C. Montgomery Burns,21,14,0.0
C. Montgomery Burns,21,15,0.0
C. Montgomery Burns,21,16,0.0
C. Montgomery Burns,21,17,807.0
C. Montgomery Burns,21,18,0.0
C. Montgomery Burns,21,19,0.0
C. Montgomery Burns,21,20,29.0
C. Montgomery Burns,21,21,0.0
C. Montgomery Burns,21,22,0.0
C. Montgomery Burns,21,23,6.0
C. Montgomery Burns,22,1,0.0
C. Montgomery Burns,22,2,0.0
C. Montgomery Burns,22,3,19.0
C. Montgomery Burns,22,4,0.0
C. Montgomery Burns,22,5,0.0
C. Montgomery Burns,22,6,471.0
C. Montgomery Burns,22,7,25.0
C. Montgomery Burns,22,8,120.0
C. Montgomery Burns,22,9,9.0
C. Montgomery Burns,22,10,0.0
C. Montgomery Burns,22,11,182.0
C. Montgomery Burns,22,12,0.0
C. Montgomery Burns,22,13,32.0
C. Montgomery Burns,22,14,0.0
C. Montgomery Burns,22,15,10.0
C. Montgomery Burns,22,16,8.0
C. Montgomery Burns,22,17,68.0
C. Montgomery Burns,22,18,0.0
C. Montgomery Burns,22,19,0.0
C. Montgomery Burns,22,20,0.0
C. Montgomery Burns,22,21,0.0
C. Montgomery Burns,22,22,0.0
C. Montgomery Burns,23,1,35.0
C. Montgomery Burns,23,2,0.0
C. Montgomery Burns,23,3,0.0
C. Montgomery Burns,23,4,59.0
C. Montgomery Burns,23,5,0.0
C. Montgomery Burns,23,6,0.0
C. Montgomery Burns,23,7,291.0
C. Montgomery Burns,23,8,0.0
C. Montgomery Burns,23,9,3.0
C. Montgomery Burns,23,10,22.0
C. Montgomery Burns,23,11,0.0
C. Montgomery Burns,23,12,0.0
C. Montgomery Burns,23,13,0.0
C. Montgomery Burns,23,14,16.0
C. Montgomery Burns,23,15,14.0
C. Montgomery Burns,23,16,119.0
C. Montgomery Burns,23,17,317.0
C. Montgomery Burns,23,18,0.0
C. Montgomery Burns,23,19,0.0
C. Montgomery Burns,23,20,69.0
C. Montgomery Burns,23,21,0.0
C. Montgomery Burns,23,22,0.0
C. Montgomery Burns,24,1,0.0
C. Montgomery Burns,24,2,0.0
C. Montgomery Burns,24,3,0.0
C. Montgomery Burns,24,4,0.0
C. Montgomery Burns,24,5,0.0
C. Montgomery Burns,24,6,13.0
C. Montgomery Burns,24,7,74.0
C. Montgomery Burns,24,8,302.0
C. Montgomery Burns,24,9,0.0
C. Montgomery Burns,24,10,82.0
C. Montgomery Burns,24,11,0.0
C. Montgomery Burns,24,12,0.0
C. Montgomery Burns,24,13,0.0
C. Montgomery Burns,24,14,459.0
C. Montgomery Burns,24,15,20.0
C. Montgomery Burns,24,16,388.0
C. Montgomery Burns,24,17,0.0
C. Montgomery Burns,24,18,0.0
C. Montgomery Burns,24,19,0.0
C. Montgomery Burns,24,20,0.0
C. Montgomery Burns,24,21,0.0
C. Montgomery Burns,24,22,0.0
C. Montgomery Burns,25,1,50.0
C. Montgomery Burns,25,2,174.0
C. Montgomery Burns,25,3,360.0
C. Montgomery Burns,25,4,0.0
C. Montgomery Burns,25,5,0.0
C. Montgomery Burns,25,6,115.0
C. Montgomery Burns,25,7,0.0
C. Montgomery Burns,25,8,0.0
C. Montgomery Burns,25,9,0.0
C. Montgomery Burns,25,10,0.0
C. Montgomery Burns,25,11,120.0
C. Montgomery Burns,25,12,5.0
C. Montgomery Burns,25,13,0.0
C. Montgomery Burns,25,14,0.0
C. Montgomery Burns,25,15,0.0
C. Montgomery Burns,25,16,0.0
C. Montgomery Burns,25,17,0.0
C. Montgomery Burns,25,18,2.0
C. Montgomery Burns,25,19,0.0
C. Montgomery Burns,25,21,0.0
C. Montgomery Burns,25,22,0.0
C. Montgomery Burns,26,1,0.0
C. Montgomery Burns,26,2,0.0
C. Montgomery Burns,26,3,54.0
C. Montgomery Burns,26,4,62.0
C. Montgomery Burns,26,5,622.0
C. Montgomery Burns,26,6,5.0
C. Montgomery Burns,26,7,0.0
C. Montgomery Burns,26,8,0.0
C. Montgomery Burns,26,9,40.0
C. Montgomery Burns,26,10,0.0
C. Montgomery Burns,26,11,7.0
C. Montgomery Burns,26,12,424.0
C. Montgomery Burns,26,13,4.0
C. Montgomery Burns,26,14,106.0
C. Montgomery Burns,26,15,345.0
C. Montgomery Burns,26,16,0.0
Chief Wiggum,1,1,0.0
Chief Wiggum,1,2,0.0
Chief Wiggum,1,3,34.0
Chief Wiggum,1,4,0.0
Chief Wiggum,1,5,0.0
Chief Wiggum,1,6,0.0
Chief Wiggum,1,7,0.0
Chief Wiggum,1,8,27.0
Chief Wiggum,1,9,0.0
Chief Wiggum,1,10,0.0
Chief Wiggum,1,11,0.0
Chief Wiggum,1,12,71.0
Chief Wiggum,1,13,0.0
Chief Wiggum,2,1,0.0
Chief Wiggum,2,2,0.0
Chief Wiggum,2,3,0.0
Chief Wiggum,2,4,0.0
Chief Wiggum,2,5,0.0
Chief Wiggum,2,6,0.0
Chief Wiggum,2,7,0.0
Chief Wiggum,2,8,0.0
Chief Wiggum,2,9,0.0
Chief Wiggum,2,10,0.0
Chief Wiggum,2,11,14.0
Chief Wiggum,2,12,0.0
Chief Wiggum,2,13,0.0
Chief Wiggum,2,14,0.0
Chief Wiggum,2,15,0.0
Chief Wiggum,2,16,0.0
Chief Wiggum,2,17,0.0
Chief Wiggum,2,18,0.0
Chief Wiggum,2,19,0.0
Chief Wiggum,2,20,0.0
Chief Wiggum,2,21,0.0
Chief Wiggum,2,22,0.0
Chief Wiggum,3,1,10.0
Chief Wiggum,3,2,0.0
Chief Wiggum,3,3,0.0
Chief Wiggum,3,4,177.0
Chief Wiggum,3,5,7.0
Chief Wiggum,3,6,11.0
Chief Wiggum,3,7,0.0
Chief Wiggum,3,8,0.0
Chief Wiggum,3,9,0.0
Chief Wiggum,3,10,0.0
Chief Wiggum,3,11,0.0
Chief Wiggum,3,12,0.0
Chief Wiggum,3,13,89.0
Chief Wiggum,3,14,12.0
Chief Wiggum,3,15,147.0
Chief Wiggum,3,16,0.0
Chief Wiggum,3,17,46.0
Chief Wiggum,3,18,52.0
Chief Wiggum,3,19,11.0
Chief Wiggum,3,20,0.0
Chief Wiggum,3,21,96.0
Chief Wiggum,3,22,8.0
Chief Wiggum,3,23,0.0
Chief Wiggum,3,24,0.0
Chief Wiggum,4,1,0.0
Chief Wiggum,4,2,35.0
Chief Wiggum,4,3,8.0
Chief Wiggum,4,4,20.0
Chief Wiggum,4,5,4.0
Chief Wiggum,4,6,17.0
Chief Wiggum,4,7,2.0
Chief Wiggum,4,8,0.0
Chief Wiggum,4,9,0.0
Chief Wiggum,4,10,6.0
Chief Wiggum,4,11,51.0
Chief Wiggum,4,12,105.0
Chief Wiggum,4,13,0.0
Chief Wiggum,4,14,8.0
Chief Wiggum,4,15,187.0
Chief Wiggum,4,16,108.0
Chief Wiggum,4,17,5.0
Chief Wiggum,4,18,15.0
Chief Wiggum,4,19,0.0
Chief Wiggum,4,20,5.0
Chief Wiggum,4,21,59.0
Chief Wiggum,4,22,13.0
Chief Wiggum,5,1,70.0
Chief Wiggum,5,2,130.0
Chief Wiggum,5,3,0.0
Chief Wiggum,5,4,0.0
Chief Wiggum,5,5,39.0
Chief Wiggum,5,6,196.0
Chief Wiggum,5,7,28.0
Chief Wiggum,5,8,54.0
Chief Wiggum,5,9,0.0
Chief Wiggum,5,10,0.0
Chief Wiggum,5,11,207.0
Chief Wiggum,5,12,0.0
Chief Wiggum,5,13,0.0
Chief Wiggum,5,14,0.0
Chief Wiggum,5,15,0.0
Chief Wiggum,5,16,13.0
Chief Wiggum,5,17,63.0
Chief Wiggum,5,18,29.0
Chief Wiggum,5,19,4.0
Chief Wiggum,5,20,42.0
Chief Wiggum,5,21,0.0
Chief Wiggum,5,22,10.0
Chief Wiggum,6,1,19.0
Chief Wiggum,6,2,0.0
Chief Wiggum,6,3,11.0
Chief Wiggum,6,4,0.0
Chief Wiggum,6,5,0.0
Chief Wiggum,6,6,13.0
Chief Wiggum,6,7,0.0
Chief Wiggum,6,8,111.0
Chief Wiggum,6,9,0.0
Chief Wiggum,6,10,0.0
Chief Wiggum,6,11,0.0
Chief Wiggum,6,12,0.0
Chief Wiggum,6,13,13.0
Chief Wiggum,6,14,3.0
Chief Wiggum,6,15,57.0
Chief Wiggum,6,16,0.0
Chief Wiggum,6,17,87.0
Chief Wiggum,6,18,37.0
Chief Wiggum,6,19,59.0
Chief Wiggum,6,20,48.0
Chief Wiggum,6,21,0.0
Chief Wiggum,6,22,20.0
Chief Wiggum,6,23,230.0
Chief Wiggum,6,24,0.0
Chief Wiggum,6,25,39.0
Chief Wiggum,7,1,404.0
Chief Wiggum,7,2,37.0
Chief Wiggum,7,3,0.0
Chief Wiggum,7,4,31.0
Chief Wiggum,7,5,27.0
Chief Wiggum,7,6,56.0
Chief Wiggum,7,7,0.0
Chief Wiggum,7,8,76.0
Chief Wiggum,7,9,92.0
Chief Wiggum,7,10,0.0
Chief Wiggum,7,11,0.0
Chief Wiggum,7,12,9.0
Chief Wiggum,7,13,4.0
Chief Wiggum,7,14,0.0
Chief Wiggum,7,15,44.0
Chief Wiggum,7,16,90.0
Chief Wiggum,7,17,8.0
Chief Wiggum,7,18,0.0
Chief Wiggum,7,19,74.0
Chief Wiggum,7,20,0.0
Chief Wiggum,7,21,65.0
Chief Wiggum,7,22,0.0
Chief Wiggum,7,23,48.0
Chief Wiggum,7,24,0.0
Chief Wiggum,7,25,0.0
Chief Wiggum,8,1,0.0
Chief Wiggum,8,2,2.0
Chief Wiggum,8,3,0.0
Chief Wiggum,8,4,66.0
Chief Wiggum,8,5,19.0
Chief Wiggum,8,6,0.0
Chief Wiggum,8,7,149.0
Chief Wiggum,8,8,13.0
Chief Wiggum,8,9,93.0
Chief Wiggum,8,10,34.0
Chief Wiggum,8,11,42.0
Chief Wiggum,8,12,0.0
Chief Wiggum,8,13,8.0
Chief Wiggum,8,14,0.0
Chief Wiggum,8,15,0.0
Chief Wiggum,8,16,110.0
Chief Wiggum,8,17,136.0
Chief Wiggum,8,18,194.0
Chief Wiggum,8,19,72.0
Chief Wiggum,8,20,109.0
Chief Wiggum,8,21,23.0
Chief Wiggum,8,22,0.0
Chief Wiggum,8,23,7.0
Chief Wiggum,8,24,332.0
Chief Wiggum,8,25,238.0
Chief Wiggum,9,1,0.0
Chief Wiggum,9,2,0.0
Chief Wiggum,9,3,0.0
Chief Wiggum,9,4,101.0
Chief Wiggum,9,5,0.0
Chief Wiggum,9,6,37.0
Chief Wiggum,9,7,0.0
Chief Wiggum,9,8,130.0
Chief Wiggum,9,9,51.0
Chief Wiggum,9,10,25.0
Chief Wiggum,9,11,0.0
Chief Wiggum,9,12,106.0
Chief Wiggum,9,13,0.0
Chief Wiggum,9,14,18.0
Chief Wiggum,9,15,4.0
Chief Wiggum,9,16,112.0
Chief Wiggum,9,17,26.0
Chief Wiggum,9,18,194.0
Chief Wiggum,9,19,0.0
Chief Wiggum,9,20,42.0
Chief Wiggum,9,21,0.0
Chief Wiggum,9,22,20.0
Chief Wiggum,9,23,19.0
Chief Wiggum,9,24,24.0
Chief Wiggum,9,25,48.0
Chief Wiggum,10,1,0.0
Chief Wiggum,10,2,0.0
Chief Wiggum,10,3,0.0
Chief Wiggum,10,4,175.0
Chief Wiggum,10,5,10.0
Chief Wiggum,10,6,66.0
Chief Wiggum,10,7,0.0
Chief Wiggum,10,8,0.0
Chief Wiggum,10,9,20.0
Chief Wiggum,10,10,0.0
Chief Wiggum,10,11,201.0
Chief Wiggum,10,12,65.0
Chief Wiggum,10,13,122.0
Chief Wiggum,10,14,151.0
Chief Wiggum,10,15,245.0
Chief Wiggum,10,16,39.0
Chief Wiggum,10,17,15.0
Chief Wiggum,10,18,112.0
Chief Wiggum,10,19,31.0
Chief Wiggum,10,20,44.0
Chief Wiggum,10,21,0.0
Chief Wiggum,10,22,93.0
Chief Wiggum,10,23,0.0
Chief Wiggum,11,1,11.0
Chief Wiggum,11,2,65.0
Chief Wiggum,11,3,37.0
Chief Wiggum,11,4,56.0
Chief Wiggum,11,5,60.0
Chief Wiggum,11,6,42.0
Chief Wiggum,11,7,44.0
Chief Wiggum,11,8,76.0
Chief Wiggum,11,9,36.0
Chief Wiggum,11,10,0.0
Chief Wiggum,11,11,0.0
Chief Wiggum,11,12,0.0
Chief Wiggum,11,13,68.0
Chief Wiggum,11,14,39.0
Chief Wiggum,11,15,0.0
Chief Wiggum,11,16,0.0
Chief Wiggum,11,17,0.0
Chief Wiggum,11,18,0.0
Chief Wiggum,11,19,0.0
Chief Wiggum,11,20,89.0
Chief Wiggum,11,21,128.0
Chief Wiggum,11,22,31.0
Chief Wiggum,12,1,19.0
Chief Wiggum,12,2,5.0
Chief Wiggum,12,3,0.0
Chief Wiggum,12,4,67.0
Chief Wiggum,12,5,35.0
Chief Wiggum,12,6,153.0
Chief Wiggum,12,7,32.0
Chief Wiggum,12,8,18.0
Chief Wiggum,12,9,0.0
Chief Wiggum,12,10,111.0
Chief Wiggum,12,11,91.0
Chief Wiggum,12,12,92.0
Chief Wiggum,12,13,122.0
Chief Wiggum,12,14,16.0
Chief Wiggum,12,15,6.0
Chief Wiggum,12,16,0.0
Chief Wiggum,12,17,0.0
Chief Wiggum,12,18,213.0
Chief Wiggum,12,19,69.0
Chief Wiggum,12,20,17.0
Chief Wiggum,12,21,21.0
Chief Wiggum,13,1,0.0
Chief Wiggum,13,2,118.0
Chief Wiggum,13,3,0.0
Chief Wiggum,13,4,116.0
Chief Wiggum,13,5,151.0
Chief Wiggum,13,6,0.0
Chief Wiggum,13,7,79.0
Chief Wiggum,13,8,58.0
Chief Wiggum,13,9,0.0
Chief Wiggum,13,10,19.0
Chief Wiggum,13,11,18.0
Chief Wiggum,13,12,22.0
Chief Wiggum,13,13,51.0
Chief Wiggum,13,14,66.0
Chief Wiggum,13,15,0.0
Chief Wiggum,13,16,38.0
Chief Wiggum,13,17,83.0
Chief Wiggum,13,18,0.0
Chief Wiggum,13,19,0.0
Chief Wiggum,13,20,0.0
Chief Wiggum,13,21,198.0
Chief Wiggum,13,22,101.0
Chief Wiggum,14,1,49.0
Chief Wiggum,14,2,50.0
Chief Wiggum,14,3,0.0
Chief Wiggum,14,4,29.0
Chief Wiggum,14,5,0.0
Chief Wiggum,14,6,255.0
Chief Wiggum,14,7,0.0
Chief Wiggum,14,8,128.0
Chief Wiggum,14,9,51.0
Chief Wiggum,14,10,0.0
Chief Wiggum,14,11,0.0
Chief Wiggum,14,12,0.0
Chief Wiggum,14,13,68.0
Chief Wiggum,14,14,0.0
Chief Wiggum,14,15,0.0
Chief Wiggum,14,16,21.0
Chief Wiggum,14,17,4.0
Chief Wiggum,14,18,55.0
Chief Wiggum,14,19,0.0
Chief Wiggum,14,20,13.0
Chief Wiggum,14,21,139.0
Chief Wiggum,14,22,121.0
Chief Wiggum,15,1,0.0
Chief Wiggum,15,2,124.0
Chief Wiggum,15,3,58.0
Chief Wiggum,15,4,0.0
Chief Wiggum,15,5,5.0
Chief Wiggum,15,6,22.0
Chief Wiggum,15,7,11.0
Chief Wiggum,15,8,49.0
Chief Wiggum,15,9,19.0
Chief Wiggum,15,10,0.0
Chief Wiggum,15,11,0.0
Chief Wiggum,15,12,0.0
Chief Wiggum,15,13,208.0
Chief Wiggum,15,14,8.0
Chief Wiggum,15,15,39.0
Chief Wiggum,15,16,184.0
Chief Wiggum,15,17,64.0
Chief Wiggum,15,18,0.0
Chief Wiggum,15,19,148.0
Chief Wiggum,15,20,12.0
Chief Wiggum,15,21,0.0
Chief Wiggum,15,22,0.0
Chief Wiggum,16,1,231.0
Chief Wiggum,16,2,54.0
Chief Wiggum,16,3,0.0
Chief Wiggum,16,4,50.0
Chief Wiggum,16,5,52.0
Chief Wiggum,16,6,77.0
Chief Wiggum,16,7,78.0
Chief Wiggum,16,8,0.0
Chief Wiggum,16,9,554.0
Chief Wiggum,16,10,0.0
Chief Wiggum,16,11,110.0
Chief Wiggum,16,12,0.0
Chief Wiggum,16,13,52.0
Chief Wiggum,16,14,137.0
Chief Wiggum,16,15,31.0
Chief Wiggum,16,16,0.0
Chief Wiggum,16,17,0.0
Chief Wiggum,16,18,0.0
Chief Wiggum,16,19,7.0
Chief Wiggum,16,20,0.0
Chief Wiggum,16,21,0.0
Chief Wiggum,17,1,0.0
Chief Wiggum,17,2,69.0
Chief Wiggum,17,3,46.0
Chief Wiggum,17,4,15.0
Chief Wiggum,17,5,19.0
Chief Wiggum,17,6,71.0
Chief Wiggum,17,7,87.0
Chief Wiggum,17,8,34.0
Chief Wiggum,17,9,28.0
Chief Wiggum,17,10,8.0
Chief Wiggum,17,11,17.0
Chief Wiggum,17,12,0.0
Chief Wiggum,17,13,0.0
Chief Wiggum,17,14,0.0
Chief Wiggum,17,15,0.0
Chief Wiggum,17,16,63.0
Chief Wiggum,17,17,0.0
Chief Wiggum,17,18,39.0
Chief Wiggum,17,19,0.0
Chief Wiggum,17,20,20.0
Chief Wiggum,17,21,51.0
Chief Wiggum,17,22,0.0
Chief Wiggum,18,1,0.0
Chief Wiggum,18,2,34.0
Chief Wiggum,18,3,0.0
Chief Wiggum,18,4,104.0
Chief Wiggum,18,5,0.0
Chief Wiggum,18,6,0.0
Chief Wiggum,18,7,17.0
Chief Wiggum,18,8,0.0
Chief Wiggum,18,9,0.0
Chief Wiggum,18,10,0.0
Chief Wiggum,18,11,36.0
Chief Wiggum,18,12,0.0
Chief Wiggum,18,13,134.0
Chief Wiggum,18,14,0.0
Chief Wiggum,18,15,0.0
Chief Wiggum,18,16,0.0
Chief Wiggum,18,17,0.0
Chief Wiggum,18,18,39.0
Chief Wiggum,18,19,0.0
Chief Wiggum,18,20,295.0
Chief Wiggum,18,21,28.0
Chief Wiggum,18,22,0.0
Chief Wiggum,19,1,0.0
Chief Wiggum,19,2,88.0
Chief Wiggum,19,3,7.0
Chief Wiggum,19,4,113.0
Chief Wiggum,19,5,19.0
Chief Wiggum,19,6,0.0
Chief Wiggum,19,7,0.0
Chief Wiggum,19,8,31.0
Chief Wiggum,19,9,104.0
Chief Wiggum,19,10,49.0
Chief Wiggum,19,11,0.0
Chief Wiggum,19,12,63.0
Chief Wiggum,19,13,0.0
Chief Wiggum,19,14,92.0
Chief Wiggum,19,15,0.0
Chief Wiggum,19,16,11.0
Chief Wiggum,19,17,0.0
Chief Wiggum,19,18,21.0
Chief Wiggum,19,19,0.0
Chief Wiggum,19,20,0.0
Chief Wiggum,20,1,11.0
Chief Wiggum,20,2,0.0
Chief Wiggum,20,3,48.0
Chief Wiggum,20,5,0.0
Chief Wiggum,20,6,0.0
Chief Wiggum,20,7,0.0
Chief Wiggum,20,8,9.0
Chief Wiggum,20,9,0.0
Chief Wiggum,20,10,4.0
Chief Wiggum,20,11,0.0
Chief Wiggum,20,12,0.0
Chief Wiggum,20,13,0.0
Chief Wiggum,20,14,44.0
Chief Wiggum,20,15,0.0
Chief Wiggum,20,16,0.0
Chief Wiggum,20,17,2.0
Chief Wiggum,20,18,0.0
Chief Wiggum,20,19,152.0
Chief Wiggum,20,20,7.0
Chief Wiggum,21,1,0.0
Chief Wiggum,21,2,0.0
Chief Wiggum,21,3,0.0
Chief Wiggum,21,4,0.0
Chief Wiggum,21,5,0.0
Chief Wiggum,21,7,77.0
Chief Wiggum,21,8,41.0
Chief Wiggum,21,9,53.0
Chief Wiggum,21,10,0.0
Chief Wiggum,21,11,14.0
Chief Wiggum,21,12,13.0
Chief Wiggum,21,13,0.0
Chief Wiggum,21,14,11.0
Chief Wiggum,21,15,0.0
Chief Wiggum,21,16,0.0
Chief Wiggum,21,17,36.0
Chief Wiggum,21,18,815.0
Chief Wiggum,21,19,34.0
Chief Wiggum,21,20,206.0
Chief Wiggum,21,21,0.0
Chief Wiggum,21,22,88.0
Chief Wiggum,21,23,0.0
Chief Wiggum,22,1,0.0
Chief Wiggum,22,2,62.0
Chief Wiggum,22,3,0.0
Chief Wiggum,22,4,34.0
Chief Wiggum,22,5,0.0
Chief Wiggum,22,6,26.0
Chief Wiggum,22,7,0.0
Chief Wiggum,22,8,2.0
Chief Wiggum,22,9,163.0
Chief Wiggum,22,10,0.0
Chief Wiggum,22,11,0.0
Chief Wiggum,22,12,0.0
Chief Wiggum,22,13,0.0
Chief Wiggum,22,14,0.0
Chief Wiggum,22,15,0.0
Chief Wiggum,22,16,23.0
Chief Wiggum,22,17,0.0
Chief Wiggum,22,18,38.0
